,dataset,split,task_id,model,code,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
12,mbpp,train,12,claude_3_haiku_0_shot_v4_prompt,"def maximum_value(test_list):
    result = []
    for record in test_list:
        key, values = record
        max_value = max(values)
        result.append((key, max_value))
    return result",passed,0.00014030159999999607,True,True,7,7,7,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13,mbpp,train,13,claude_3_haiku_0_shot_v4_prompt,"def cummulative_sum(test_list):
    total = 0
    for item in test_list:
        total += sum(item)
    return total",passed,7.063880000000023e-05,True,True,5,5,5,0,0,0,0,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,79.7423427057672
14,mbpp,train,14,claude_3_haiku_0_shot_v4_prompt,"def average_tuple(tuples):
    """"""
    Calculates the average value of each element in a tuple of tuples.

    Args:
        tuples (tuple): A tuple of tuples containing numbers.

    Returns:
        list: A list of the average values for each element in the input tuple.
    """"""
    return [sum(values) / len(values) for values in zip(*tuples)]",passed,0.0001262298333333319,True,True,11,3,2,0,7,2,0,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,64.97585037173553
15,mbpp,train,15,claude_3_haiku_0_shot_v4_prompt,"def tuple_modulo(test_tup1, test_tup2):
    """"""
    Performs the modulo operation on the elements of two tuples.

    Args:
        test_tup1 (tuple): The first tuple.
        test_tup2 (tuple): The second tuple.

    Returns:
        tuple: A new tuple containing the modulo of the corresponding elements in the input tuples.
    """"""
    if len(test_tup1) != len(test_tup2):
        raise ValueError(""Tuples must have the same length."")

    result = tuple(a % b for a, b in zip(test_tup1, test_tup2))
    return result",passed,7.942099999998693e-05,True,True,16,6,5,0,8,3,0,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,88.82910870529545
16,mbpp,train,16,claude_3_haiku_0_shot_v4_prompt,"def min_Jumps(a, b, d):
    a, b = min(a, b), max(a, b)
    
    if d >= b:
        return (d + b - 1) // b
    
    if d == 0:
        return 0
    
    if d == a:
        return 1
    
    return 2",failed: ,,False,True,13,9,9,0,0,4,0,4,5,7,6,12,12,18,31.26112492884004,64.52932501298082,4.285714285714286,276.55425005563205,15.36412500309067,0.02150977500432694,65.97423335296423
17,mbpp,train,17,claude_3_haiku_0_shot_v4_prompt,"def div_list(nums1, nums2):
    """"""
    Divides two lists element-wise using map and lambda.

    Args:
        nums1 (list): The first list of numbers.
        nums2 (list): The second list of numbers.

    Returns:
        list: The result of dividing the corresponding elements of the two input lists.
    """"""
    if len(nums1) != len(nums2):
        raise ValueError(""Input lists must have the same length."")

    return list(map(lambda x, y: x / y, nums1, nums2))",passed,6.571289999991828e-05,True,True,15,6,4,0,8,3,0,2,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,80.5503104512524
18,mbpp,train,18,claude_3_haiku_0_shot_v4_prompt,"def move_num(test_str):
    result = """"
    digits = """"
    for char in test_str:
        if char.isdigit():
            digits += char
        else:
            result += char
    return result + digits",passed,3.648246666666151e-05,True,True,9,9,9,0,0,0,0,3,1,3,3,6,4,9,4.754887502163469,18.0,1.0,18.0,1.0,0.006,69.99124485736445
19,mbpp,train,19,claude_3_haiku_0_shot_v4_prompt,"def largest_subset(a, n):
    dp = [1] * n
    for i in range(1, n):
        for j in range(i):
            if a[i] % a[j] == 0 or a[j] % a[i] == 0:
                dp[i] = max(dp[i], dp[j] + 1)
    return max(dp)",passed,7.457863333305189e-05,True,True,7,7,7,0,0,0,0,5,5,13,7,14,18,21,59.715356810271004,87.56842503028855,2.6923076923076925,235.76114431231534,13.097841350684185,0.029189475010096184,67.29220412113962
20,mbpp,train,20,claude_3_haiku_0_shot_v4_prompt,"def increment_numerics(test_list, k):
    result = []
    for element in test_list:
        if element.isdigit():
            result.append(str(int(element) + k))
        else:
            result.append(element)
    return result",passed,9.649930000013759e-05,True,True,8,8,8,0,0,0,0,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,75.15517382051522
21,mbpp,train,21,claude_3_haiku_0_shot_v4_prompt,"def get_median(arr1, arr2, n):
    i, j = 0, 0
    m1, m2 = -1, -1
    count = 0

    while count < n + 1:
        if i == n:
            m1, m2 = m2, arr2[0]
            break
        elif j == n:
            m1, m2 = m2, arr1[0]
            break

        if arr1[i] <= arr2[j]:
            m1, m2 = m2, arr1[i]
            i += 1
        else:
            m1, m2 = m2, arr2[j]
            j += 1
        count += 1

    return (m1 + m2) / 2",passed,7.725683333319467e-05,True,True,22,19,19,0,0,3,0,5,6,12,12,22,18,34,58.52932501298082,141.7774500490386,5.5,779.7759752697124,43.32088751498402,0.0472591500163462,56.3672186827522
22,mbpp,train,22,claude_3_haiku_0_shot_v4_prompt,"def nth_nums(nums, n):
    return [num ** n for num in nums]",passed,7.310189999998329e-05,True,True,2,2,2,0,0,0,0,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,88.42299174457497
23,mbpp,train,23,claude_3_haiku_0_shot_v4_prompt,"def is_upper(input_string):
    """"""
    Converts the given string to uppercase.

    Args:
        input_string (str): The input string to be converted.

    Returns:
        str: The uppercase version of the input string.
    """"""
    return input_string.upper()",passed,2.5638866666710668e-05,True,True,11,3,2,0,7,2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,mbpp,train,24,claude_3_haiku_0_shot_v4_prompt,"def swap_List(lst):
    if len(lst) < 2:
        return lst
    
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst",passed,6.436243333306872e-05,True,True,6,5,5,0,0,1,0,2,2,3,3,4,5,7,6.754887502163469,16.253496664211536,1.3333333333333333,21.67132888561538,1.2039627158675212,0.005417832221403845,76.0046221524879
25,mbpp,train,25,claude_3_haiku_0_shot_v4_prompt,"import math

def triangle_area(radius):
    if radius < 0:
        return -1

    area = (3 * math.sqrt(3) * radius ** 2) / 4
    return area",failed: ,,False,True,8,6,6,0,0,2,0,2,5,10,6,11,15,17,44.82892142331043,66.41714012534482,2.75,182.64713534469826,10.147063074705459,0.02213904670844827,69.996801040375
26,mbpp,train,26,claude_3_haiku_0_shot_v4_prompt,"def find_First_Missing(arr, start, end):
    if start > end:
        return end + 1

    if arr[start] != start:
        return start

    mid = (start + end) // 2

    if arr[mid] == mid:
        return find_First_Missing(arr, mid + 1, end)
    else:
        return find_First_Missing(arr, start, mid)",passed,5.175910000000024e-05,True,True,13,10,10,0,0,3,0,4,5,8,7,14,13,21,35.60964047443681,77.70923408096293,4.375,339.97789910421284,18.887661061345156,0.025903078026987644,64.41091006410517
27,mbpp,train,27,claude_3_haiku_0_shot_v4_prompt,"MAX = 1000

def replace_spaces(string):
    string = string.strip()
    space_count = string.count(' ')
    new_length = len(string) + space_count * 2
    if new_length > MAX:
        return -1

    result = [' '] * new_length
    result_index = new_length - 1
    for i in range(len(string) - 1, -1, -1):
        if string[i] == ' ':
            result[result_index] = '0'
            result[result_index - 1] = '2'
            result[result_index - 2] = '%'
            result_index -= 3
        else:
            result[result_index] = string[i]
            result_index -= 1

    return ''.join(result)",passed,4.032840000000408e-05,True,True,22,19,19,0,0,3,0,4,6,13,14,25,19,39,63.61549134016113,165.66917302429982,5.769230769230769,955.7836905248066,53.099093918044815,0.05522305767476661,56.02814364508188
28,mbpp,train,28,claude_3_haiku_0_shot_v4_prompt,"def split_even_numbers(numbers):
    return [num for num in numbers if num % 2 == 0]",failed: name 'Split' is not defined,,False,True,2,2,2,0,0,0,0,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,84.69319837885878
29,mbpp,train,29,claude_3_haiku_0_shot_v4_prompt,"def get_coordinates(coordinate_tuple):
    """"""
    Extracts all the adjacent coordinates of the given coordinate tuple.
    
    Args:
        coordinate_tuple (tuple): A tuple representing a coordinate.
    
    Returns:
        list: A list of all the adjacent coordinates.
    """"""
    def _get_adjacent_coordinates(coordinate, result=[]):
        """"""
        Recursively generates all the adjacent coordinates.
        
        Args:
            coordinate (tuple): A tuple representing a coordinate.
            result (list, optional): A list to store the adjacent coordinates.
        
        Yields:
            list: A list of adjacent coordinates.
        """"""
        if not coordinate:
            yield result
        else:
            for i in range(coordinate[0] - 1, coordinate[0] + 2):
                yield from _get_adjacent_coordinates(coordinate[1:], result + [i])
    
    return list(_get_adjacent_coordinates(coordinate_tuple))",passed,0.00016171046666665727,True,True,28,11,8,0,15,5,0,1,3,7,4,7,10,11,24.406371956566698,36.541209043760986,1.5,54.81181356564148,3.0451007536467487,0.012180403014586996,74.96644552064913
30,mbpp,train,30,claude_3_haiku_0_shot_v4_prompt,"import re

def replace_spaces(text):
    text = re.sub(r'\s', '_', text)
    text = re.sub(r'_', ' ', text)
    return text",failed: ,,False,True,6,5,5,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31,mbpp,train,31,claude_3_haiku_0_shot_v4_prompt,"def move_zero(num_list):
    zeros = num_list.count(0)
    non_zeros = [num for num in num_list if num != 0]
    return non_zeros + [0] * zeros",passed,7.917660000013408e-05,True,True,4,4,4,0,0,0,0,3,3,6,3,6,9,9,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,76.27320603401535
32,mbpp,train,32,claude_3_haiku_0_shot_v4_prompt,"def pair_OR_Sum(arr, n):
    total_xor = 0
    for i in range(n):
        for j in range(i + 1, n):
            total_xor += arr[i] ^ arr[j]
    return total_xor",passed,4.4027699999997044e-05,True,True,6,6,6,0,0,0,0,3,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,72.599499938762
33,mbpp,train,33,claude_3_haiku_0_shot_v4_prompt,"def even_Power_Sum(n):
    return sum([(2 * i) ** 4 for i in range(1, n + 1)])",passed,2.7742499999779586e-05,True,True,2,2,2,0,0,0,0,2,3,6,3,6,9,9,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,82.97436645803353
34,mbpp,train,34,claude_3_haiku_0_shot_v4_prompt,"def heap_sort(iterable):
    heap = []
    for value in iterable:
        hq.heappush(heap, value)
    return [hq.heappop(heap) for _ in range(len(heap))]",failed: name 'hq' is not defined,,False,True,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
35,mbpp,train,35,claude_3_haiku_0_shot_v4_prompt,"def Check_Solution(a, b, c):
    """"""
    Checks if the roots of a quadratic equation are reciprocal of each other.

    Args:
        a (float): The coefficient of the quadratic term.
        b (float): The coefficient of the linear term.
        c (float): The constant term.

    Returns:
        str: ""Yes"" if the roots are reciprocal, ""No"" otherwise.
    """"""
    if a == 0:
        return ""No""

    discriminant = b ** 2 - 4 * a * c
    if discriminant < 0:
        return ""No""
    elif discriminant == 0:
        return ""Yes"" if a == c else ""No""
    else:
        root1 = (-b + discriminant ** 0.5) / (2 * a)
        root2 = (-b - discriminant ** 0.5) / (2 * a)
        return ""Yes"" if root1 * root2 == 1 else ""No""",failed: ,,False,True,24,13,12,0,9,3,0,6,8,23,20,38,31,58,128.0419249893113,287.3433860024388,6.608695652173913,1898.9649857552479,105.49805476418044,0.0957811286674796,86.19106578659381
36,mbpp,train,36,claude_3_haiku_0_shot_v4_prompt,"def noprofit_noloss(actual_cost, sale_amount):
    return actual_cost == sale_amount",passed,2.9612799999985857e-05,True,True,2,2,2,0,0,0,0,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,88.5574946685516
37,mbpp,train,37,claude_3_haiku_0_shot_v4_prompt,"import math

def wind_chill(wind_speed, temperature):
    """"""
    Calculates the wind chill index based on the given wind speed and temperature.

    Args:
        wind_speed (float): The wind speed in miles per hour (mph).
        temperature (float): The air temperature in degrees Fahrenheit (°F).

    Returns:
        int: The calculated wind chill index.
    """"""
    wind_chill = 13.12 + 0.6215 * temperature - 11.37 * math.pow(wind_speed, 0.16) + 0.3965 * temperature * math.pow(wind_speed, 0.16)
    return int(round(wind_chill, 0))",passed,3.452256666669484e-05,True,True,15,5,4,0,8,3,0,1,3,13,7,14,16,21,52.860603837997665,84.0,1.6153846153846154,135.6923076923077,7.538461538461539,0.028,77.27487671625664
38,mbpp,train,38,claude_3_haiku_0_shot_v4_prompt,"def sample_nam(sample_names):
    filtered_names = [name for name in sample_names if name[0].isupper() and name[1:].islower()]
    return sum(len(name) for name in filtered_names)",passed,5.4458566666667114e-05,True,True,3,4,3,0,0,0,0,5,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,81.45282547260356
39,mbpp,train,39,claude_3_haiku_0_shot_v4_prompt,"def remove_parenthesis(text):
    return re.sub(r'\([^)]*\)', '', text)",failed: name 're' is not defined,,False,True,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
40,mbpp,train,40,claude_3_haiku_0_shot_v4_prompt,"def is_nonagonal(n):
    """"""
    Calculates the nth nonagonal number.

    Args:
        n (int): The position of the nonagonal number to calculate.

    Returns:
        int: The nth nonagonal number.
    """"""
    return n * (7 * n - 5) // 2",passed,2.483566666665974e-05,True,True,11,3,2,0,7,2,0,1,3,7,4,8,10,12,24.406371956566698,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.013287712379549451,58.64447569950984
41,mbpp,train,41,claude_3_haiku_0_shot_v4_prompt,"def remove_similar_row(matrix):
    """"""
    Removes similar rows from the given tuple matrix.
    
    Args:
        matrix (tuple): A tuple of tuples representing the matrix.
    
    Returns:
        tuple: A tuple of unique rows in the matrix.
    """"""
    unique_rows = set()
    for row in matrix:
        sorted_row = tuple(sorted(set(row)))
        unique_rows.add(sorted_row)
    return tuple(unique_rows)",failed: ,,False,True,15,7,6,0,7,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
42,mbpp,train,42,claude_3_haiku_0_shot_v4_prompt,"import re

def text_match_wordz_middle(text):
    pattern = r'\b\w*z\w*\b'
    if re.search(pattern, text):
        return 'Found a match!'
    else:
        return 'Not matched!'",passed,3.259993333510162e-05,True,True,8,7,7,0,0,1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
43,mbpp,train,43,claude_3_haiku_0_shot_v4_prompt,"def reverse_Array_Upto_K(arr, k):
    """"""
    Reverses the elements of an array up to a given position.
    
    Args:
        arr (list): The input array.
        k (int): The position up to which the array should be reversed.
    
    Returns:
        list: The modified array with the elements up to position k reversed.
    """"""
    return arr[:k][::-1] + arr[k:]",passed,0.00011042840000000295,True,True,12,4,2,0,8,2,0,1,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,54.631455942606664
44,mbpp,train,44,claude_3_haiku_0_shot_v4_prompt,"def find_k_product(test_list, k):
    return functools.reduce(operator.mul, (sub[k] for sub in test_list))",failed: name 'functools' is not defined,,False,True,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
45,mbpp,train,45,claude_3_haiku_0_shot_v4_prompt,"def No_of_cubes(n, k):
    return (n - k + 1) ** 3",passed,2.8843799999952088e-05,True,True,2,2,2,0,0,0,0,1,3,6,3,6,9,9,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,83.10886938201016
46,mbpp,train,46,claude_3_haiku_0_shot_v4_prompt,"def split_upperstring(text):
    """"""
    Splits a string at uppercase letters.
    
    Args:
        text (str): The input string to be split.
    
    Returns:
        list: A list of substrings split at uppercase letters.
    """"""
    return re.findall(r'[A-Z][^A-Z]*', text)",failed: name 're' is not defined,,False,True,11,3,2,0,7,2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
47,mbpp,train,47,claude_3_haiku_0_shot_v4_prompt,"def exchange_elements(lst):
    result = []
    for i in range(0, len(lst), 2):
        if i + 1 < len(lst):
            result.append(lst[i + 1])
            result.append(lst[i])
        else:
            result.append(lst[i])
    return result",passed,7.706286666670318e-05,True,True,9,9,9,0,0,0,0,3,2,4,3,6,6,9,10.0,23.264662506490403,1.5,34.89699375973561,1.938721875540867,0.007754887502163467,69.21105078240375
48,mbpp,train,48,claude_3_haiku_0_shot_v4_prompt,"def sum_Range_list(nums, start_index, end_index):
    return sum(nums[start_index:end_index+1])",passed,6.401549999992539e-05,True,True,2,3,2,0,0,0,0,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,84.71624627594792
49,mbpp,train,49,claude_3_haiku_0_shot_v4_prompt,"def are_Equal(arr1, arr2):
    if len(arr1) != len(arr2):
        return False

    arr1.sort()
    arr2.sort()

    return all(a == b for a, b in zip(arr1, arr2))",failed: are_Equal() takes 2 positional arguments but 4 were given,,False,True,8,6,6,0,0,2,0,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,74.28529248621352
50,mbpp,train,50,claude_3_haiku_0_shot_v4_prompt,"def check_subset(test_tup1, test_tup2):
    """"""
    Checks if one tuple is a subset of another tuple.

    Args:
        test_tup1 (tuple): The tuple to be checked against.
        test_tup2 (tuple): The tuple to be checked as a subset.

    Returns:
        bool: True if test_tup2 is a subset of test_tup1, False otherwise.
    """"""
    return set(test_tup2).issubset(set(test_tup1))",passed,5.610986666653162e-05,True,True,12,3,2,0,8,2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
51,mbpp,train,51,claude_3_haiku_0_shot_v4_prompt,"def matrix_to_list(matrix):
    """"""
    Flattens a tuple matrix into a tuple list, where each tuple represents a column.
    
    Args:
        matrix (tuple): A tuple of tuples representing the matrix.
    
    Returns:
        tuple: A tuple of tuples, where each inner tuple represents a column.
    """"""
    return tuple(tuple(col) for col in zip(*matrix))",failed: ,,False,True,11,3,2,0,7,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
52,mbpp,train,52,claude_3_haiku_0_shot_v4_prompt,"from collections import defaultdict

def grouping_dictionary(data):
    result = defaultdict(list)
    for key, value in data:
        result[key].append(value)
    return result",passed,0.00015076176666658134,True,True,7,6,6,0,0,1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
53,mbpp,train,53,claude_3_haiku_0_shot_v4_prompt,"def rectangle_perimeter(length, breadth):
    """"""
    Calculates the perimeter of a rectangle.

    Args:
        length (float): The length of the rectangle.
        breadth (float): The breadth of the rectangle.

    Returns:
        float: The perimeter of the rectangle.
    """"""
    return 2 * (length + breadth)",passed,2.9923933333246092e-05,True,True,12,3,2,0,8,2,0,1,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,56.47610473443205
54,mbpp,train,54,claude_3_haiku_0_shot_v4_prompt,"def fifth_Power_Sum(n):
    return sum(i**5 for i in range(1, n+1))",passed,2.8166699999587762e-05,True,True,2,2,2,0,0,0,0,2,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,84.82770130283538
55,mbpp,train,55,claude_3_haiku_0_shot_v4_prompt,"def find_Min_Sum(a, b, n):
    a.sort()
    b.sort()
    return sum(abs(a[i] - b[i]) for i in range(n))",passed,6.477849999999563e-05,True,True,4,4,4,0,0,0,0,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,81.85633424453339
56,mbpp,train,56,claude_3_haiku_0_shot_v4_prompt,"def first_Digit(n):
    factorial = 1
    for i in range(2, n + 1):
        factorial *= i
        while factorial % 10 == 0:
            factorial //= 10
    return int(factorial)",failed: ,,False,True,7,7,7,0,0,0,0,3,5,7,5,10,12,15,31.26112492884004,53.77443751081735,3.5714285714285716,192.0515625386334,10.6695312521463,0.017924812503605784,69.04403793394626
57,mbpp,train,57,claude_3_haiku_0_shot_v4_prompt,"def max_occurrences(lst):
    count = {}
    for item in lst:
        if item in count:
            count[item] += 1
        else:
            count[item] = 1
    
    max_count = 0
    max_item = None
    for item, c in count.items():
        if c > max_count:
            max_count = c
            max_item = item
    
    return max_item",passed,8.459083333333487e-05,True,True,16,14,14,0,0,2,0,5,3,6,3,6,9,9,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,64.13591943189549
58,mbpp,train,58,claude_3_haiku_0_shot_v4_prompt,"def Repeat(numbers):
    seen = set()
    duplicates = set()
    for num in numbers:
        if num in seen:
            duplicates.add(num)
        else:
            seen.add(num)
    return list(duplicates)",failed: ,,False,True,9,9,9,0,0,0,0,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,74.03933453534945
59,mbpp,train,59,claude_3_haiku_0_shot_v4_prompt,"def find_Points(l1, r1, l2, r2):
    if l1 == l2 or r1 == r2:
        return (-1, -1)
    
    x = min(l1, l2)
    y = max(r1, r2)
    
    return (x, y)",passed,4.5990366666615044e-05,True,True,8,6,6,0,0,2,0,3,3,7,5,8,10,13,24.406371956566698,43.18506523353572,1.7142857142857142,74.03154040034694,4.11286335557483,0.014395021744511906,71.17130060666169
