,dataset,split,task_id,model,code,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
10,openai_humaneval,test,10,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def is_palindrome(s: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return s == s[::-1]


def make_palindrome(s: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    if not s:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(s[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return s + s[:beginning_of_suffix][::-1]",passed,6.720376666666806e-05,True,True,26.0,13.0,9.0,0.0,11.0,5.0,1.0,1.0,4.0,8.0,7.0,10.0,12.0,17.0,32.0,60.94436251225966,2.5,152.36090628064915,8.464494793369397,0.020314787504086555,84.78199057976444
11,openai_humaneval,test,11,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join('1' if x!= y else '0' for x, y in zip(a, b))",passed,5.9949366666719094e-05,True,True,9.0,4.0,3.0,0.0,5.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,94.87411876956551
12,openai_humaneval,test,12,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List, Optional

def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
    if not strings:
        return None

    max_len = max(len(s) for s in strings)
    return next((s for s in strings if len(s) == max_len), None)",passed,7.130606666502596e-05,True,True,17.0,7.0,6.0,0.0,8.0,3.0,0.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,93.3454185591911
13,openai_humaneval,test,13,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def greatest_common_divisor(a: int, b: int) -> int:
    """"""Return the greatest common divisor of two integers a and b""""""
    while b:
        a, b = b, a % b
    return a",passed,6.604479999999432e-05,True,True,5.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,79.7423427057672
14,openai_humaneval,test,14,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i+1] for i in range(len(string))]",passed,7.154406666624406e-05,True,True,8.0,5.0,3.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,99.65108917260686
15,openai_humaneval,test,15,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return''.join(map(str, range(n + 1)))",failed: ,,False,True,8.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,72.06769654236032
16,openai_humaneval,test,16,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def count_distinct_characters(string: str) -> int:
    """"""Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.casefold()))",passed,7.411733334568756e-05,True,True,8.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
17,openai_humaneval,test,17,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o|.| o| o|.|.|.|.| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map.get(x, 0) for x in music_string.replace('|','').split()]",failed: ,,False,True,17.0,6.0,4.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
18,openai_humaneval,test,18,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlapping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
    return sum(1 for _ in range(len(string) - len(substring) + 1) if string[_:_+len(substring)] == substring)",passed,5.34409666670399e-05,True,True,10.0,4.0,2.0,0.0,8.0,0.0,0.0,3.0,3.0,8.0,4.0,8.0,11.0,12.0,28.75488750216347,41.51317942364757,1.5,62.26976913547136,3.4594316186372978,0.01383772647454919,50.48776550416076
19,openai_humaneval,test,19,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five','six','seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
    value_map = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
       'six': 6,
       'seven': 7,
        'eight': 8,
        'nine': 9
    }
    return''.join(sorted([value_map[x] for x in numbers.split(' ') if x in value_map], key=lambda x: x))","failed: sequence item 0: expected str instance, int found",,False,True,22.0,7.0,15.0,0.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
20,openai_humaneval,test,20,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
    numbers.sort()
    closest_pair = (numbers[0], numbers[1])
    min_distance = abs(numbers[0] - numbers[1])

    for i in range(1, len(numbers) - 1):
        distance = abs(numbers[i] - numbers[i + 1])
        if distance < min_distance:
            min_distance = distance
            closest_pair = (numbers[i], numbers[i + 1])

    return closest_pair",passed,0.00014837373333496847,True,True,21.0,12.0,11.0,0.0,7.0,3.0,0.0,3.0,3.0,9.0,6.0,12.0,12.0,18.0,33.28421251514428,64.52932501298082,2.0,129.05865002596164,7.169925001442313,0.02150977500432694,92.52448316546938
21,openai_humaneval,test,21,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    min_num = min(numbers)
    max_num = max(numbers)
    return [(x - min_num) / (max_num - min_num) for x in numbers]",passed,0.00011700983333333692,True,True,12.0,6.0,5.0,0.0,6.0,1.0,0.0,2.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,95.31748009686918
22,openai_humaneval,test,22,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List, Any

def filter_integers(values: List[Any]) -> List[int]:
    """"""
    Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    return list(filter(lambda x: isinstance(x, int), values))",passed,8.726376666648624e-05,True,True,11.0,5.0,3.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23,openai_humaneval,test,23,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def strlen(string: str) -> int:
    """"""
    Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return len(string.strip())",passed,5.176786666728124e-05,True,True,9.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
24,openai_humaneval,test,24,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
    for i in range(1, n):
        if n % i == 0:
            return i",failed: ,,False,True,8.0,5.0,4.0,0.0,4.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,100.0
25,openai_humaneval,test,25,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List
import math

def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
    factors = []
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
            while n % i == 0:
                n //= i
                factors.append(i)
    if n > 1:
        factors.append(n)
    return factors",failed: ,,False,True,27.0,17.0,16.0,0.0,10.0,1.0,0.0,5.0,7.0,6.0,9.0,18.0,13.0,27.0,35.161259458730164,99.91187238980949,10.5,1049.0746600929997,58.28192556072221,0.03330395746326983,87.65869451270474
26,openai_humaneval,test,26,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List
from collections import Counter


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
    counter = Counter(numbers)
    return [n for n in numbers if counter[n] == 1]",passed,9.472650000740638e-05,True,True,12.0,6.0,5.0,0.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
27,openai_humaneval,test,27,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
    result = """"
    for char in string:
        if char.islower():
            result += char.upper()
        else:
            result += char.lower()
    return result",passed,5.928196666666885e-05,True,True,12.0,9.0,8.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,4.0,6.0,4.754887502163469,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004,100.0
28,openai_humaneval,test,28,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def concatenate(strings: List[str]) -> str:
    """"""
    Concatenate list of strings into a single string

    Args:
        strings (List[str]): A list of strings

    Returns:
        str: The concatenated string

    Examples:
        >>> concatenate([])
        ''
        >>> concatenate(['a', 'b', 'c'])
        'abc'
    """"""
    result = ''
    for string in strings:
        result += string
    return result",passed,6.549376666666143e-05,True,True,22.0,7.0,6.0,0.0,12.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,82.68522603147062
29,openai_humaneval,test,29,llama3_0_shot_finetuned_smaller_LR_2_epoch,"from typing import List

def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """"""
    Filter an input list of strings only for ones that start with a given prefix.

    Args:
        strings (List[str]): The list of strings to filter.
        prefix (str): The prefix to filter by.

    Returns:
        List[str]: The filtered list of strings.

    Examples:
        >>> filter_by_prefix([], 'a')
        []
        >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
        ['abc', 'array']
    """"""
    result = []
    for string in strings:
        if string.startswith(prefix):
            result.append(string)
    return result",passed,6.485033333471316e-05,True,True,24.0,8.0,7.0,0.0,13.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30,openai_humaneval,test,30,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return list(filter(lambda x: x > 0, l))",passed,0.00012165290000136035,True,True,8.0,4.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,69.34228743492241
31,openai_humaneval,test,31,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
    if n < 2:
        return False
    for k in range(2, int(n**0.5) + 1):
        if n % k == 0:
            return False
    return True",passed,0.0001281294000023081,True,True,23.0,8.0,7.0,0.0,16.0,0.0,0.0,4.0,5.0,8.0,5.0,10.0,13.0,15.0,35.60964047443681,55.506595772116384,3.125,173.4581117878637,9.636561765992427,0.01850219859070546,67.80844482965082
32,openai_humaneval,test,32,llama3_0_shot_finetuned_smaller_LR_2_epoch,"import math


def evaluate_polynomial(coefficients: list, x: float) -> float:
    """"""
    Evaluates polynomial with coefficients at point x.
    """"""
    return sum(coeff * math.pow(x, i) for i, coeff in enumerate(reversed(coefficients)))


def find_zero(coefficients: list) -> float:
    """"""
    Finds a zero of a polynomial.
    """"""
    if len(coefficients) % 2 == 1:
        raise ValueError(""Polynomial must have an even number of coefficients"")
    if max(abs(coeff) for coeff in coefficients) == 0:
        raise ValueError(""Polynomial must have a non-zero coefficient"")

    begin, end = -1., 1.
    while evaluate_polynomial(coefficients, begin) * evaluate_polynomial(coefficients, end) > 0:
        begin *= 2.0
        end *= 2.0
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if evaluate_polynomial(coefficients, center) * evaluate_polynomial(coefficients, begin) > 0:
            begin = center
        else:
            end = center
    return round(begin, 2)",failed: name 'poly' is not defined,,False,True,30.0,21.0,19.0,0.0,6.0,5.0,0.0,2.0,8.0,19.0,15.0,29.0,27.0,44.0,104.71062275542812,209.21505009519265,6.105263157894737,1277.3129374232815,70.96182985684896,0.06973835003173089,80.69062490028907
33,openai_humaneval,test,33,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
    result = l[:]  # Create a copy of the list
    result[::3] = sorted(l[::3])  # Sort the elements at indices divisible by 3
    return result",passed,0.0002823222666658391,True,True,12.0,7.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
34,openai_humaneval,test,34,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
    return sorted(set(l))",passed,5.224679999999241e-05,True,True,6.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
35,openai_humaneval,test,35,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
    return max(l)",passed,5.9698733332425034e-05,True,True,8.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
36,openai_humaneval,test,36,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
    count = sum(str(i).count('7') for i in range(n) if i % 11 == 0 or i % 13 == 0)
    return count",passed,0.015145146466666655,True,True,11.0,4.0,3.0,0.0,8.0,0.0,0.0,4.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,5.405361904120777,0.01729715809318649,67.30961856465568
37,openai_humaneval,test,37,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
    evens = sorted(l[::2])
    odds = l[1::2]
    return [e if i % 2 == 0 else o for i, (e, o) in enumerate(zip(evens, odds))]",failed: ,,False,True,12.0,7.0,4.0,0.0,8.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,78.95543266575442
38,openai_humaneval,test,38,llama3_0_shot_finetuned_smaller_LR_2_epoch,"def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    encoded_groups = []
    for i in range((len(s) + 2) // 3):
        group = s[3 * i:min(3 * (i + 1), len(s))]
        if len(group) == 3:
            encoded_groups.append(group[1:] + group[0])
        else:
            encoded_groups.append(group)
    return """".join(encoded_groups)

def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
    decoded_groups = []
    for i in range((len(s) + 2) // 3):
        group = s[3 * i:min(3 * (i + 1), len(s))]
        if len(group) == 3:
            decoded_groups.append(group[1:] + group[0])
        else:
            decoded_groups.append(group)
    return """".join(decoded_groups)",failed: ,,False,True,25.0,24.0,18.0,0.0,6.0,1.0,0.0,3.0,4.0,20.0,14.0,28.0,24.0,42.0,94.43856189774725,192.56842503028858,2.8,539.191590084808,29.955088338044888,0.0641894750100962,80.43629043952096
